author,brand,description,image,price,title,url
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Cut-out detailing and graphic printed in tones of black and white at front. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213012_1.jpg,243,328",£360 GBP,White Beer Cut-Out T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-beer-cut-out-t-shirt/3520209
SSENSE,Raf Simons,Denim shorts in black. Mid-rise. Fading throughout. Five-pocket styling. Belt loops at waistband. Button tabs and logo-embossed appliqué in silver-tone at back waistband. Graphic tag in tones of black and white at back pocket. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M193003_1.jpg,243,328",£355 GBP,Black Denim Patch & Tag Shorts,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-patch-and-tag-shorts/3520969
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in blue. Rib knit crewneck collar. Logo graphic printed in black at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213018_1.jpg,243,328",£250 GBP,Blue Big Fit 'Performers' T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/blue-big-fit-performers-t-shirt/3536149
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Tonal logo embroidered at front hem. Graphic printed in tones of black, white, and green at back. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213009_1.jpg,243,328",£260 GBP,Black Toya Frame Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-toya-frame-big-fit-t-shirt/3520169
SSENSE,Raf Simons,Straight-leg jeans in black. Mid-rise. Fading throughout. Cropped leg. Five-pocket styling. Belt loops at waistband. Patch pocket at cuffs. Logo-embossed appliqué in silver-tone at back waistband. Graphic tag in tones of black and white at back pocket. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186003_1.jpg,243,328",£430 GBP,Black Classic Fit Turn-Up Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-classic-fit-turn-up-jeans/3520889
SSENSE,Raf Simons,Slim-fit stretch denim jeans in dark navy. Mid-rise. Five-pocket styling. Belt-loops at waistband. Extended leather appliqué featuring graphic printed in tones of black and white and concealed pocket at back waistband. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186004_1.jpg,243,328",£555 GBP,Navy Regular Fit Patch Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/navy-regular-fit-patch-jeans/3536239
SSENSE,Raf Simons,Long sleeve denim shirt in white. Spread collar. Button closure at front. Logo-embossed appliqué in silver-tone and graphic appliqué in tones of black and white at font. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M192003_1.jpg,243,328",£570 GBP,White Oversized Patches Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-oversized-patches-shirt/3520519
SSENSE,Raf Simons,Long sleeve knit mohair-blend sweater in blue featuring tonal jacquard metallic graphic pattern throughout. Rib knit trim throughout. Crewneck collar. Cut-out at front. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M201004_1.jpg,243,328",£465 GBP,Blue Jacquard Sweater,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/blue-jacquard-sweater/3521329
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Text and logo printed in yellow at front and back. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213008_1.jpg,243,328",£230 GBP,Black Big Fit Tour T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-big-fit-tour-t-shirt/3520139
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in light heather grey. Rib knit crewneck collar. Graphic printed in tones of black at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213006_1.jpg,243,328",£250 GBP,Grey Pierced Man Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/grey-pierced-man-big-fit-t-shirt/3520119
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of red, black and white at front. Tonal logo embroidered at front hem. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213017_1.jpg,243,328",£260 GBP,White Pierced Mouth T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-pierced-mouth-t-shirt/3536139
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black, white, and blue at front. Tonal logo embroidered at front hem. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213003_1.jpg,243,328",£260 GBP,White Punkette Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-punkette-big-fit-t-shirt/3520089
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Logo and text printed in black at front and back. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213007_1.jpg,243,328",£225 GBP,White Tour Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-tour-big-fit-t-shirt/3520129
SSENSE,Raf Simons,Sleeveless cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at front hem. Raw edge at hem and armscyes. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213014_1.jpg,243,328",£275 GBP,White Couple Sleeveless T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-couple-sleeveless-t-shirt/3520229
SSENSE,Raf Simons,Long sleeve denim shirt in black. Fading throughout. Spread collar. Button closure at front. Logo-embossed appliqué in silver-tone and graphic appliqué in tones of black and white at font. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M192004_1.jpg,243,328",£570 GBP,Black Denim Oversized Patches Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-oversized-patches-shirt/3520539
SSENSE,Raf Simons,"Rectangular satin scarf in black. T-shirt-style cotton jersey panel featuring printed graphic in tones of white, black, and green at face. Tonal stitching. Approx. 68 length x 7.5 width.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M150001_1.jpg,243,328",£310 GBP,Black T-Shirt Scarf,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-t-shirt-scarf/3521749
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Tonal text embroidered at chest. Tonal logo embroidered at front hem. Graphic printed in tones of white, black, and purple at back. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213004_1.jpg,243,328",£260 GBP,Black Bald Head Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-bald-head-big-fit-t-shirt/3520099
SSENSE,Raf Simons,Sleeveless cotton jersey t-shirt in black. Rib knit crewneck collar. Graphic printed in white at front. Tonal logo embroidered at hem. Raw edge at hem and armscyes. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M214001_1.jpg,243,328",£275 GBP,Black Toya Sleeveless T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-toya-sleeveless-t-shirt/3520239
SSENSE,Raf Simons,Long sleeve rib knit viscose-blend sweater in dark grey. Metallic lurex detailing in silver-tone throughout. Crewneck collar. Dropped shoulders. Cut-out at back. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M201005_1.jpg,243,328",£675 GBP,Grey Oversized Lurex Sweater,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/grey-oversized-lurex-sweater/3521379
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in light pink. Rib knit crewneck collar. Graphic printed in black at front. Tonal logo embroidered at hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213005_1.jpg,243,328",£250 GBP,Pink Toya T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/pink-toya-t-shirt/3520109
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213001_1.jpg,243,328",£245 GBP,White Couple T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-couple-t-shirt/3520069
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Text printed in white at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213002_1.jpg,243,328",£235 GBP,Black Clubber T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-clubber-t-shirt/3520079
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at top. Logo engraved at base. Keyring and logo-engraved lanyard clasp fastenings. Approx. 2.5 diameter x 4.5 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148002_1.jpg,243,328",£225 GBP,Silver Half Crushed Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-half-crushed-can-keychain/3521899
SSENSE,Raf Simons,"Long sleeve panelled stretch denim jacket in black. Spread collar. Button closure and graphic printed in tones of black and white at front. Hoop hardware detailing and flap pocket at chest. Seam pockets at waist. Single-button barrel cuffs. Graphic printed in tones of black, white and purple at back. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M177001_1.jpg,243,328",£1045 GBP,Black Denim Oversized Head Jacket,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-denim-oversized-head-jacket/3521209
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at face. Logo engraved at back face. Keyring and logo-engrave lanyard clasp fastenings. Approx. 2.75 length x 3 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148003_1.jpg,243,328",£225 GBP,Silver Crushed Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-crushed-can-keychain/3521909
SSENSE,Raf Simons,Slim-fit stretch denim jeans in black. Mid-rise. Five-pocket styling. Belt-loops at waistband. Extended leather appliqué featuring graphic printed in tones of black and white and concealed pocket at back waistband. Zip-fly. Logo-engraved silver-tone hardware. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M186001_1.jpg,243,328",£545 GBP,Black Regular Fit Patch Jeans,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-regular-fit-patch-jeans/3520869
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M193001_1.jpg,243,328",£250 GBP,White Head T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-head-t-shirt/3520179
SSENSE,Raf Simons,"Long sleeve panelled denim jacket in dark navy. Spread collar. Button closure at front. Graphic printed in tones of black and white at front and shoulder. Logo-embossed appliqué in silver-tone, flap pocket, and patch pocket at chest. Seam pockets at waist. Single-button barrel cuffs. Adjustable button tabs at back hem. Logo-engraved silver-tone hardware. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M177002_1.jpg,243,328",£725 GBP,Navy Denim Oversized Punkette Jacket,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/navy-denim-oversized-punkette-jacket/3521229
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in green, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146002_1.jpg,243,328",£50 GBP,Black & Green Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-green-logo-pin-set/3522139
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in yellow, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146001_1.jpg,243,328",£50 GBP,Black & Yellow Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-yellow-logo-pin-set/3522129
SSENSE,Raf Simons,"Pack of five mismatched metal pins featuring logos and graphics in red, black, and tones of grey. Approx. 2.25 diameter. Approx. 1 diameter.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M146003_1.jpg,243,328",£50 GBP,Black & Red Logo Pin Set,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-red-logo-pin-set/3522169
SSENSE,Raf Simons,Long sleeve stretch viscose jersey sweater in 'fuchsia' pink. Logo embroidered at turtleneck collar. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M205005_1.jpg,243,328",£350 GBP,Pink Underwear Turtleneck,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/pink-underwear-turtleneck/3536159
SSENSE,Raf Simons,Aluminum can-style keychain in silver-tone. Pull-tab hardware at top. Logo engraved at base. Approx. 2.5 diameter x 4.75 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M148004_1.jpg,243,328",£180 GBP,Silver Clear Can Keychain,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/silver-clear-can-keychain/3541749
SSENSE,Raf Simons,Rigid iPhone X case in white. Graphic and logo printed in tones of grey at face. Approx. 2.75 length x 5.5 height.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M153001_1.jpg,243,328",£105 GBP,White  iPhone X Case,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-iphone-x-case/3521829
author,brand,description,image,price,title,url
SSENSE,Raf Simons,Long sleeve rib knit viscose-blend sweater in dark grey. Metallic lurex detailing in silver-tone throughout. Crewneck collar. Dropped shoulders. Cut-out at back. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M201005_1.jpg,243,328",£675 GBP,Grey Oversized Lurex Sweater,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/grey-oversized-lurex-sweater/3521379
SSENSE,Raf Simons,Sleeveless cotton jersey t-shirt in black. Rib knit crewneck collar. Graphic printed in white at front. Tonal logo embroidered at hem. Raw edge at hem and armscyes. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M214001_1.jpg,243,328",£275 GBP,Black Toya Sleeveless T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-toya-sleeveless-t-shirt/3520239
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213001_1.jpg,243,328",£245 GBP,White Couple T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-couple-t-shirt/3520069
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in black. Rib knit crewneck collar. Text printed in white at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213002_1.jpg,243,328",£235 GBP,Black Clubber T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-clubber-t-shirt/3520079
SSENSE,Raf Simons,Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at front hem. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M193001_1.jpg,243,328",£250 GBP,White Head T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-head-t-shirt/3520179
SSENSE,Raf Simons,"Short sleeve cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black, white, and blue at front. Tonal logo embroidered at front hem. Tonal stitching.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213003_1.jpg,243,328",£260 GBP,White Punkette Big Fit T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-punkette-big-fit-t-shirt/3520089
SSENSE,Raf Simons,Sleeveless cotton jersey t-shirt in white. Rib knit crewneck collar. Graphic printed in tones of black and white at front. Tonal logo embroidered at front hem. Raw edge at hem and armscyes. Tonal stitching.,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M213014_1.jpg,243,328",£275 GBP,White Couple Sleeveless T-Shirt,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/white-couple-sleeveless-t-shirt/3520229
SSENSE,Raf Simons,"High-top rubber sneakers in black. Round cap toe in red. Tonal lace-up closure. Textile logo and graphic appliqués at outer side. Pull-loop at heel. Red rubberized trim at welt. Rubberized embossed logo at heel. Tonal canvas lining. Treaded rubber sole in red. Tonal hardware. Tonal stitching.

Part of the Raf Simons x adidas Originals collaboration.","https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_south,h_706,w_470/c_scale,h_480/v550/191287M236001_1.jpg,243,328",£430 GBP,Black & Red adidas Originals Edition Detroit High Sneakers,https://www.ssense.com/en-gb/en-gb/men/product/raf-simons/black-and-red-adidas-originals-edition-detroit-high-sneakers/3523309
